IndexText,Text
"Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: The 2021 Statement of Financial Condition contained false and misleading valuations and statements.
Senior Enforcement Counsel: Is that correct?","Senior Enforcement Counsel: You reviewed this document with Alan Weisselberg and your son, Don Trump Jr. Before it was finalized as part of the 2021 Statement of Financial Condition.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You reviewed and approved the valuations and valuation methods contained in this document before it was finalized.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: The 2021 Statement of Financial Condition contained false and misleading valuations and statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew at the time it was finalized that the 2021 Statement of Financial Condition contained false and misleading statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer."
"Donald Trump: Same answer.
Senior Enforcement Counsel: You knew at the time it was finalized that the 2021 Statement of Financial Condition contained false and misleading statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.","Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: The 2021 Statement of Financial Condition contained false and misleading valuations and statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew at the time it was finalized that the 2021 Statement of Financial Condition contained false and misleading statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: In preparing the 2021 Statement of Financial Condition, Mr. Weiselberg, Mr. McConney and others worked at your direction and followed your instructions to inflate asset valuations on the Statement of financial condition by employing false and misleading assumptions.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Can we go off the record?"
"Senior Enforcement Counsel: In preparing the 2021 Statement of Financial Condition, Mr. Weiselberg, Mr. McConney and others worked at your direction and followed your instructions to inflate asset valuations on the Statement of financial condition by employing false and misleading assumptions.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Can we go off the record?","Donald Trump: Same answer.
Senior Enforcement Counsel: You knew at the time it was finalized that the 2021 Statement of Financial Condition contained false and misleading statements.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: In preparing the 2021 Statement of Financial Condition, Mr. Weiselberg, Mr. McConney and others worked at your direction and followed your instructions to inflate asset valuations on the Statement of financial condition by employing false and misleading assumptions.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Can we go off the record?
Videographer: We're going off the record at 02:00 p.m.
Senior Enforcement Counsel: I'm just going to get some we're.
Videographer: Back on the record at Mr. Trump.
Senior Enforcement Counsel: For each year from 2011 to 2021, did you or someone acting in your direction sign actually, let's strike that question. Mr. Trump, for each year from 2011 to 2020, did you or someone acting at your direction sign an engagement letter with the Mazars firm to prepare the Statement of Financial condition?"
"Videographer: We're going off the record at 02:00 p.m.
Senior Enforcement Counsel: I'm just going to get some we're.
Videographer: Back on the record at Mr. Trump.
Senior Enforcement Counsel: For each year from 2011 to 2021, did you or someone acting in your direction sign actually, let's strike that question. Mr. Trump, for each year from 2011 to 2020, did you or someone acting at your direction sign an engagement letter with the Mazars firm to prepare the Statement of Financial condition?","Senior Enforcement Counsel: In preparing the 2021 Statement of Financial Condition, Mr. Weiselberg, Mr. McConney and others worked at your direction and followed your instructions to inflate asset valuations on the Statement of financial condition by employing false and misleading assumptions.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Can we go off the record?
Videographer: We're going off the record at 02:00 p.m.
Senior Enforcement Counsel: I'm just going to get some we're.
Videographer: Back on the record at Mr. Trump.
Senior Enforcement Counsel: For each year from 2011 to 2021, did you or someone acting in your direction sign actually, let's strike that question. Mr. Trump, for each year from 2011 to 2020, did you or someone acting at your direction sign an engagement letter with the Mazars firm to prepare the Statement of Financial condition?
Donald Trump: Same answer.
Senior Enforcement Counsel: In the year 2021, did you or someone acting in your direction sign an engagement letter with Whitley Penn to prepare your Statement of Financial Condition?
Donald Trump: Same answer.
Senior Enforcement Counsel: For the years 2011 through 2020, did you or someone acting in your direction sign a representation letter to the Mazars firm concerning the accuracy of the statements in the Statement of financial condition?"
"Donald Trump: Same answer.
Senior Enforcement Counsel: In the year 2021, did you or someone acting in your direction sign an engagement letter with Whitley Penn to prepare your Statement of Financial Condition?
Donald Trump: Same answer.
Senior Enforcement Counsel: For the years 2011 through 2020, did you or someone acting in your direction sign a representation letter to the Mazars firm concerning the accuracy of the statements in the Statement of financial condition?","Videographer: We're going off the record at 02:00 p.m.
Senior Enforcement Counsel: I'm just going to get some we're.
Videographer: Back on the record at Mr. Trump.
Senior Enforcement Counsel: For each year from 2011 to 2021, did you or someone acting in your direction sign actually, let's strike that question. Mr. Trump, for each year from 2011 to 2020, did you or someone acting at your direction sign an engagement letter with the Mazars firm to prepare the Statement of Financial condition?
Donald Trump: Same answer.
Senior Enforcement Counsel: In the year 2021, did you or someone acting in your direction sign an engagement letter with Whitley Penn to prepare your Statement of Financial Condition?
Donald Trump: Same answer.
Senior Enforcement Counsel: For the years 2011 through 2020, did you or someone acting in your direction sign a representation letter to the Mazars firm concerning the accuracy of the statements in the Statement of financial condition?
Donald Trump: Same answer.
Senior Enforcement Counsel: For the year 2021 did you or someone acting in your direction sign a certification letter attesting to the accuracy.
Court Reporter: Of.
Senior Enforcement Counsel: The Statement of financial condition for the Whitleaf Penn firm?"
"Donald Trump: Same answer.
Senior Enforcement Counsel: For the year 2021 did you or someone acting in your direction sign a certification letter attesting to the accuracy.
Court Reporter: Of.
Senior Enforcement Counsel: The Statement of financial condition for the Whitleaf Penn firm?","Donald Trump: Same answer.
Senior Enforcement Counsel: In the year 2021, did you or someone acting in your direction sign an engagement letter with Whitley Penn to prepare your Statement of Financial Condition?
Donald Trump: Same answer.
Senior Enforcement Counsel: For the years 2011 through 2020, did you or someone acting in your direction sign a representation letter to the Mazars firm concerning the accuracy of the statements in the Statement of financial condition?
Donald Trump: Same answer.
Senior Enforcement Counsel: For the year 2021 did you or someone acting in your direction sign a certification letter attesting to the accuracy.
Court Reporter: Of.
Senior Enforcement Counsel: The Statement of financial condition for the Whitleaf Penn firm?
Donald Trump: Same answer.
Court Reporter: It do we want to do them? 64. Do it.
Senior Enforcement Counsel: Mr. Trump, the court reporter has handed you a document that has been designated as Exhibit 34. It is a certification to Deutsche bank from you, Donald J. Trump, dated November 11, 2014. If you could take a look at the second page of this document, is that your signature on page two?
Donald Trump: Same Answer."
"Donald Trump: Same answer.
Court Reporter: It do we want to do them? 64. Do it.
Senior Enforcement Counsel: Mr. Trump, the court reporter has handed you a document that has been designated as Exhibit 34. It is a certification to Deutsche bank from you, Donald J. Trump, dated November 11, 2014. If you could take a look at the second page of this document, is that your signature on page two?
Donald Trump: Same Answer.","Donald Trump: Same answer.
Senior Enforcement Counsel: For the year 2021 did you or someone acting in your direction sign a certification letter attesting to the accuracy.
Court Reporter: Of.
Senior Enforcement Counsel: The Statement of financial condition for the Whitleaf Penn firm?
Donald Trump: Same answer.
Court Reporter: It do we want to do them? 64. Do it.
Senior Enforcement Counsel: Mr. Trump, the court reporter has handed you a document that has been designated as Exhibit 34. It is a certification to Deutsche bank from you, Donald J. Trump, dated November 11, 2014. If you could take a look at the second page of this document, is that your signature on page two?
Donald Trump: Same Answer.
Court Reporter: It it.
Senior Enforcement Counsel: If you look at the first bullet point under point number one, it says attached here to Is guarantor Statement of Financial Condition as of June 30, 2014. You aware that this submission of your statement of a financial condition was a material term of your loan with Deutsche Bank?
Donald Trump: Same answer.
Senior Enforcement Counsel: If you turn to the second page under, .6 it states all of the representations and warranties made by guarantor under section nine, little, I to nine, little four, six and sections false assumptions."
"Court Reporter: It it.
Senior Enforcement Counsel: If you look at the first bullet point under point number one, it says attached here to Is guarantor Statement of Financial Condition as of June 30, 2014. You aware that this submission of your statement of a financial condition was a material term of your loan with Deutsche Bank?
Donald Trump: Same answer.
Senior Enforcement Counsel: If you turn to the second page under, .6 it states all of the representations and warranties made by guarantor under section nine, little, I to nine, little four, six and sections false assumptions.","Donald Trump: Same answer.
Court Reporter: It do we want to do them? 64. Do it.
Senior Enforcement Counsel: Mr. Trump, the court reporter has handed you a document that has been designated as Exhibit 34. It is a certification to Deutsche bank from you, Donald J. Trump, dated November 11, 2014. If you could take a look at the second page of this document, is that your signature on page two?
Donald Trump: Same Answer.
Court Reporter: It it.
Senior Enforcement Counsel: If you look at the first bullet point under point number one, it says attached here to Is guarantor Statement of Financial Condition as of June 30, 2014. You aware that this submission of your statement of a financial condition was a material term of your loan with Deutsche Bank?
Donald Trump: Same answer.
Senior Enforcement Counsel: If you turn to the second page under, .6 it states all of the representations and warranties made by guarantor under section nine, little, I to nine, little four, six and sections false assumptions.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew at the time the valuation was submitted to the IRS that the seven springs appraisal incorporated intentionally false assumptions about the development timeline for the site.
Senior Enforcement Counsel: Is that correct?"
"Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew at the time the valuation was submitted to the IRS that the seven springs appraisal incorporated intentionally false assumptions about the development timeline for the site.
Senior Enforcement Counsel: Is that correct?","Court Reporter: It it.
Senior Enforcement Counsel: If you look at the first bullet point under point number one, it says attached here to Is guarantor Statement of Financial Condition as of June 30, 2014. You aware that this submission of your statement of a financial condition was a material term of your loan with Deutsche Bank?
Donald Trump: Same answer.
Senior Enforcement Counsel: If you turn to the second page under, .6 it states all of the representations and warranties made by guarantor under section nine, little, I to nine, little four, six and sections false assumptions.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew at the time the valuation was submitted to the IRS that the seven springs appraisal incorporated intentionally false assumptions about the development timeline for the site.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew at the time the valuation was submitted to the IRS that the cushion appraisers adopted these assumptions intentionally to inflate the value of the easement donation.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer."
"Donald Trump: Same answer.
Senior Enforcement Counsel: You knew at the time the valuation was submitted to the IRS that the cushion appraisers adopted these assumptions intentionally to inflate the value of the easement donation.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.","Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew at the time the valuation was submitted to the IRS that the seven springs appraisal incorporated intentionally false assumptions about the development timeline for the site.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew at the time the valuation was submitted to the IRS that the cushion appraisers adopted these assumptions intentionally to inflate the value of the easement donation.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew that inflating the appraised value would increase the tax deduction available to you.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew that your attorney, Sherry Dillon, asked the Cushman and Wakefield appraisers to inflate the value of the easement."
"Senior Enforcement Counsel: You knew that inflating the appraised value would increase the tax deduction available to you.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew that your attorney, Sherry Dillon, asked the Cushman and Wakefield appraisers to inflate the value of the easement.","Donald Trump: Same answer.
Senior Enforcement Counsel: You knew at the time the valuation was submitted to the IRS that the cushion appraisers adopted these assumptions intentionally to inflate the value of the easement donation.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew that inflating the appraised value would increase the tax deduction available to you.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew that your attorney, Sherry Dillon, asked the Cushman and Wakefield appraisers to inflate the value of the easement.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Did you instruct her to get them to reach a higher value?
Donald Trump: Same answer."
"Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Did you instruct her to get them to reach a higher value?
Donald Trump: Same answer.","Senior Enforcement Counsel: You knew that inflating the appraised value would increase the tax deduction available to you.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew that your attorney, Sherry Dillon, asked the Cushman and Wakefield appraisers to inflate the value of the easement.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Did you instruct her to get them to reach a higher value?
Donald Trump: Same answer.
Senior Enforcement Counsel: You were aware that approvals you had received from the Town of Bedford strike. That. You were aware of the appraisals you had received from the Town of Bedford and its agencies for the development of the seven Springs site.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You were aware of the restrictions that these approvals incorporate."
"Senior Enforcement Counsel: You were aware that approvals you had received from the Town of Bedford strike. That. You were aware of the appraisals you had received from the Town of Bedford and its agencies for the development of the seven Springs site.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You were aware of the restrictions that these approvals incorporate.","Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Did you instruct her to get them to reach a higher value?
Donald Trump: Same answer.
Senior Enforcement Counsel: You were aware that approvals you had received from the Town of Bedford strike. That. You were aware of the appraisals you had received from the Town of Bedford and its agencies for the development of the seven Springs site.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You were aware of the restrictions that these approvals incorporate.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You were aware that the approvals restricted the number of lots that could be accessed from the Town of Bedford.
Senior Enforcement Counsel: Is that correct?"
"Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You were aware that the approvals restricted the number of lots that could be accessed from the Town of Bedford.
Senior Enforcement Counsel: Is that correct?","Senior Enforcement Counsel: You were aware that approvals you had received from the Town of Bedford strike. That. You were aware of the appraisals you had received from the Town of Bedford and its agencies for the development of the seven Springs site.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You were aware of the restrictions that these approvals incorporate.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You were aware that the approvals restricted the number of lots that could be accessed from the Town of Bedford.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew that the valuations submitted to the IRS incorporated assumptions that failed to acknowledge development restrictions imposed by the Town of Bedford.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer."
"Donald Trump: Same answer.
Senior Enforcement Counsel: You knew that the valuations submitted to the IRS incorporated assumptions that failed to acknowledge development restrictions imposed by the Town of Bedford.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.","Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You were aware that the approvals restricted the number of lots that could be accessed from the Town of Bedford.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew that the valuations submitted to the IRS incorporated assumptions that failed to acknowledge development restrictions imposed by the Town of Bedford.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You submitted evaluation on the seven Springs easement to the IRS, knowing that the devaluation depended on an inflated number of lots.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew that Ms. Dylan would seek to conceal communications related to her work on the Seven Springs appraisal, is that correct?"
"Senior Enforcement Counsel: You submitted evaluation on the seven Springs easement to the IRS, knowing that the devaluation depended on an inflated number of lots.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew that Ms. Dylan would seek to conceal communications related to her work on the Seven Springs appraisal, is that correct?","Donald Trump: Same answer.
Senior Enforcement Counsel: You knew that the valuations submitted to the IRS incorporated assumptions that failed to acknowledge development restrictions imposed by the Town of Bedford.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You submitted evaluation on the seven Springs easement to the IRS, knowing that the devaluation depended on an inflated number of lots.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew that Ms. Dylan would seek to conceal communications related to her work on the Seven Springs appraisal, is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Looks like when we were transcribing, I may have talked about approvals from the Town of Bedford. I may have muddled it and said appraisals from the Town of Bedford. I meant to say approvals.
Senior Enforcement Counsel: Okay.
Senior Enforcement Counsel: Trump, going back to your Doral loan, is it correct that through the use of the inflated statement of financial condition to obtain a favorable interest rate, that you were able to save approximately 6% per annum on interest payments owing on your $125,000,000 in loans from Deutsche Bank?"
"Donald Trump: Same answer.
Senior Enforcement Counsel: Looks like when we were transcribing, I may have talked about approvals from the Town of Bedford. I may have muddled it and said appraisals from the Town of Bedford. I meant to say approvals.
Senior Enforcement Counsel: Okay.
Senior Enforcement Counsel: Trump, going back to your Doral loan, is it correct that through the use of the inflated statement of financial condition to obtain a favorable interest rate, that you were able to save approximately 6% per annum on interest payments owing on your $125,000,000 in loans from Deutsche Bank?","Senior Enforcement Counsel: You submitted evaluation on the seven Springs easement to the IRS, knowing that the devaluation depended on an inflated number of lots.
Senior Enforcement Counsel: Is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: You knew that Ms. Dylan would seek to conceal communications related to her work on the Seven Springs appraisal, is that correct?
Donald Trump: Same answer.
Senior Enforcement Counsel: Looks like when we were transcribing, I may have talked about approvals from the Town of Bedford. I may have muddled it and said appraisals from the Town of Bedford. I meant to say approvals.
Senior Enforcement Counsel: Okay.
Senior Enforcement Counsel: Trump, going back to your Doral loan, is it correct that through the use of the inflated statement of financial condition to obtain a favorable interest rate, that you were able to save approximately 6% per annum on interest payments owing on your $125,000,000 in loans from Deutsche Bank?
Donald Trump: Same answer.
Senior Enforcement Counsel: Regarding your Chicago property, is it correct that through the use of the inflated statement of financial condition, you were able to save at least 4% per annum in the interest payments on loans from Deutsche bank originating in 2012 in connection with the Trump International Hotel and Tower Chicago?
Donald Trump: Same answer.
Senior Enforcement Counsel: With regards to your old post office property, is it correct that through the use of the inflated statement of financial condition to obtain a favorable interest rate, you were able to save at least 5% per annum in interest payments on the construction loan of up to $170,000,000 from Deutsche Bank?"
"Donald Trump: Same answer.
Senior Enforcement Counsel: Regarding your Chicago property, is it correct that through the use of the inflated statement of financial condition, you were able to save at least 4% per annum in the interest payments on loans from Deutsche bank originating in 2012 in connection with the Trump International Hotel and Tower Chicago?
Donald Trump: Same answer.
Senior Enforcement Counsel: With regards to your old post office property, is it correct that through the use of the inflated statement of financial condition to obtain a favorable interest rate, you were able to save at least 5% per annum in interest payments on the construction loan of up to $170,000,000 from Deutsche Bank?","Donald Trump: Same answer.
Senior Enforcement Counsel: Looks like when we were transcribing, I may have talked about approvals from the Town of Bedford. I may have muddled it and said appraisals from the Town of Bedford. I meant to say approvals.
Senior Enforcement Counsel: Okay.
Senior Enforcement Counsel: Trump, going back to your Doral loan, is it correct that through the use of the inflated statement of financial condition to obtain a favorable interest rate, that you were able to save approximately 6% per annum on interest payments owing on your $125,000,000 in loans from Deutsche Bank?
Donald Trump: Same answer.
Senior Enforcement Counsel: Regarding your Chicago property, is it correct that through the use of the inflated statement of financial condition, you were able to save at least 4% per annum in the interest payments on loans from Deutsche bank originating in 2012 in connection with the Trump International Hotel and Tower Chicago?
Donald Trump: Same answer.
Senior Enforcement Counsel: With regards to your old post office property, is it correct that through the use of the inflated statement of financial condition to obtain a favorable interest rate, you were able to save at least 5% per annum in interest payments on the construction loan of up to $170,000,000 from Deutsche Bank?
Donald Trump: Same answer.
Senior Enforcement Counsel: Is it correct that absent the $170,000,000 construction loan from Deutsche bank, you would not have obtained the ground lease on the old post office property or been able to provide the renovation to the property that occurred?
Donald Trump: Same answer.
Senior Enforcement Counsel: Is about apartments held by your daughter at 502 Park Avenue. Do you know if the below market rent that she had on her rental apartments at 502 Park Avenue were provided in exchange for work performed as part of her responsibilities at the Trump Organization?"
"Donald Trump: Same answer.
Senior Enforcement Counsel: Is it correct that absent the $170,000,000 construction loan from Deutsche bank, you would not have obtained the ground lease on the old post office property or been able to provide the renovation to the property that occurred?
Donald Trump: Same answer.
Senior Enforcement Counsel: Is about apartments held by your daughter at 502 Park Avenue. Do you know if the below market rent that she had on her rental apartments at 502 Park Avenue were provided in exchange for work performed as part of her responsibilities at the Trump Organization?","Donald Trump: Same answer.
Senior Enforcement Counsel: Regarding your Chicago property, is it correct that through the use of the inflated statement of financial condition, you were able to save at least 4% per annum in the interest payments on loans from Deutsche bank originating in 2012 in connection with the Trump International Hotel and Tower Chicago?
Donald Trump: Same answer.
Senior Enforcement Counsel: With regards to your old post office property, is it correct that through the use of the inflated statement of financial condition to obtain a favorable interest rate, you were able to save at least 5% per annum in interest payments on the construction loan of up to $170,000,000 from Deutsche Bank?
Donald Trump: Same answer.
Senior Enforcement Counsel: Is it correct that absent the $170,000,000 construction loan from Deutsche bank, you would not have obtained the ground lease on the old post office property or been able to provide the renovation to the property that occurred?
Donald Trump: Same answer.
Senior Enforcement Counsel: Is about apartments held by your daughter at 502 Park Avenue. Do you know if the below market rent that she had on her rental apartments at 502 Park Avenue were provided in exchange for work performed as part of her responsibilities at the Trump Organization?
Donald Trump: Same answer.
Senior Enforcement Counsel: Do you know if the below market purchase options that you provided to your daughter on 502 Park Avenue Apartments was made in exchange for work performed as part of her job at the Trump Organization?
Donald Trump: Same answer.
Senior Enforcement Counsel: Do you know if the benefits from any below market rents were reflected in any tax forms at the Trump Organization?"
"Donald Trump: Same answer.
Senior Enforcement Counsel: Do you know if the below market purchase options that you provided to your daughter on 502 Park Avenue Apartments was made in exchange for work performed as part of her job at the Trump Organization?
Donald Trump: Same answer.
Senior Enforcement Counsel: Do you know if the benefits from any below market rents were reflected in any tax forms at the Trump Organization?","Donald Trump: Same answer.
Senior Enforcement Counsel: Is it correct that absent the $170,000,000 construction loan from Deutsche bank, you would not have obtained the ground lease on the old post office property or been able to provide the renovation to the property that occurred?
Donald Trump: Same answer.
Senior Enforcement Counsel: Is about apartments held by your daughter at 502 Park Avenue. Do you know if the below market rent that she had on her rental apartments at 502 Park Avenue were provided in exchange for work performed as part of her responsibilities at the Trump Organization?
Donald Trump: Same answer.
Senior Enforcement Counsel: Do you know if the below market purchase options that you provided to your daughter on 502 Park Avenue Apartments was made in exchange for work performed as part of her job at the Trump Organization?
Donald Trump: Same answer.
Senior Enforcement Counsel: Do you know if the benefits from any below market rents were reflected in any tax forms at the Trump Organization?
Donald Trump: Same answer.
Senior Enforcement Counsel: Do you know if the value of any below market purchase options were reflected as either gifts or compensation on any tax forms at the Trump Organization?
Donald Trump: Same answer.
Senior Enforcement Counsel: We can go off the record."
"Donald Trump: Same answer.
Senior Enforcement Counsel: Do you know if the value of any below market purchase options were reflected as either gifts or compensation on any tax forms at the Trump Organization?
Donald Trump: Same answer.
Senior Enforcement Counsel: We can go off the record.","Donald Trump: Same answer.
Senior Enforcement Counsel: Do you know if the below market purchase options that you provided to your daughter on 502 Park Avenue Apartments was made in exchange for work performed as part of her job at the Trump Organization?
Donald Trump: Same answer.
Senior Enforcement Counsel: Do you know if the benefits from any below market rents were reflected in any tax forms at the Trump Organization?
Donald Trump: Same answer.
Senior Enforcement Counsel: Do you know if the value of any below market purchase options were reflected as either gifts or compensation on any tax forms at the Trump Organization?
Donald Trump: Same answer.
Senior Enforcement Counsel: We can go off the record.
Videographer: Okay, we're going off the record at 03:12 p.m.
Senior Enforcement Counsel: While we're off the record, let's do any of my.
Videographer: We'Re back on the record at 03:12 p.m.. Mr. Trump, just.
Senior Enforcement Counsel: Back on the record to confirm that we have completed our testimony today. Thank you for your appearance."
"Videographer: Okay, we're going off the record at 03:12 p.m.
Senior Enforcement Counsel: While we're off the record, let's do any of my.
Videographer: We'Re back on the record at 03:12 p.m.. Mr. Trump, just.
Senior Enforcement Counsel: Back on the record to confirm that we have completed our testimony today. Thank you for your appearance.","Donald Trump: Same answer.
Senior Enforcement Counsel: Do you know if the value of any below market purchase options were reflected as either gifts or compensation on any tax forms at the Trump Organization?
Donald Trump: Same answer.
Senior Enforcement Counsel: We can go off the record.
Videographer: Okay, we're going off the record at 03:12 p.m.
Senior Enforcement Counsel: While we're off the record, let's do any of my.
Videographer: We'Re back on the record at 03:12 p.m.. Mr. Trump, just.
Senior Enforcement Counsel: Back on the record to confirm that we have completed our testimony today. Thank you for your appearance.
Donald Trump: Thank you. Thank you, Kevin. Thank you everybody.
Senior Enforcement Counsel: Off the record.
Videographer: As 333 13:00 p.m. And this concludes today's testimony given by Donald J. Trump."
"Donald Trump: Thank you. Thank you, Kevin. Thank you everybody.
Senior Enforcement Counsel: Off the record.
Videographer: As 333 13:00 p.m. And this concludes today's testimony given by Donald J. Trump.","Videographer: Okay, we're going off the record at 03:12 p.m.
Senior Enforcement Counsel: While we're off the record, let's do any of my.
Videographer: We'Re back on the record at 03:12 p.m.. Mr. Trump, just.
Senior Enforcement Counsel: Back on the record to confirm that we have completed our testimony today. Thank you for your appearance.
Donald Trump: Thank you. Thank you, Kevin. Thank you everybody.
Senior Enforcement Counsel: Off the record.
Videographer: As 333 13:00 p.m. And this concludes today's testimony given by Donald J. Trump."
